## url=http://localhost:8080/metrics
## fetched_at_utc=2026-03-04T03:53:02Z

# HELP auth_dependency_up Dependency up gauge
# TYPE auth_dependency_up gauge
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.025"} 1
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.05"} 1
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.1"} 1
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.25"} 1
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.5"} 1
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="1"} 1
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="2.5"} 1
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="5"} 1
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="10"} 1
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="+Inf"} 1
http_request_duration_seconds_sum{method="GET",path="/healthz",status="200"} 0.0000135
http_request_duration_seconds_count{method="GET",path="/healthz",status="200"} 1
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.005"} 74
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.01"} 74
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.025"} 74
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.05"} 74
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.1"} 74
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.25"} 74
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.5"} 74
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="1"} 74
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="2.5"} 74
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="5"} 74
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="10"} 74
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="+Inf"} 74
http_request_duration_seconds_sum{method="GET",path="/metrics",status="200"} 0.015626542
http_request_duration_seconds_count{method="GET",path="/metrics",status="200"} 74
http_request_duration_seconds_bucket{method="POST",path="/api/auth/change-password",status="404",le="0.005"} 1
http_request_duration_seconds_bucket{method="POST",path="/api/auth/change-password",status="404",le="0.01"} 1
http_request_duration_seconds_bucket{method="POST",path="/api/auth/change-password",status="404",le="0.025"} 1
http_request_duration_seconds_bucket{method="POST",path="/api/auth/change-password",status="404",le="0.05"} 1
http_request_duration_seconds_bucket{method="POST",path="/api/auth/change-password",status="404",le="0.1"} 1
http_request_duration_seconds_bucket{method="POST",path="/api/auth/change-password",status="404",le="0.25"} 1
http_request_duration_seconds_bucket{method="POST",path="/api/auth/change-password",status="404",le="0.5"} 1
http_request_duration_seconds_bucket{method="POST",path="/api/auth/change-password",status="404",le="1"} 1
http_request_duration_seconds_bucket{method="POST",path="/api/auth/change-password",status="404",le="2.5"} 1
http_request_duration_seconds_bucket{method="POST",path="/api/auth/change-password",status="404",le="5"} 1
http_request_duration_seconds_bucket{method="POST",path="/api/auth/change-password",status="404",le="10"} 1
http_request_duration_seconds_bucket{method="POST",path="/api/auth/change-password",status="404",le="+Inf"} 1
http_request_duration_seconds_sum{method="POST",path="/api/auth/change-password",status="404"} 0.000072375
http_request_duration_seconds_count{method="POST",path="/api/auth/change-password",status="404"} 1
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="0.005"} 0
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="0.01"} 0
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="0.025"} 0
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="0.05"} 0
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="0.1"} 0
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="0.25"} 2
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="0.5"} 2
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="1"} 2
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="2.5"} 2
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="5"} 2
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="10"} 2
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="+Inf"} 2
http_request_duration_seconds_sum{method="POST",path="/api/auth/login",status="200"} 0.295760584
http_request_duration_seconds_count{method="POST",path="/api/auth/login",status="200"} 2
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="422",le="0.005"} 4
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="422",le="0.01"} 4
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="422",le="0.025"} 4
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="422",le="0.05"} 4
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="422",le="0.1"} 4
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="422",le="0.25"} 4
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="422",le="0.5"} 4
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="422",le="1"} 4
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="422",le="2.5"} 4
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="422",le="5"} 4
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="422",le="10"} 4
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="422",le="+Inf"} 4
http_request_duration_seconds_sum{method="POST",path="/api/auth/login",status="422"} 0.000275041
http_request_duration_seconds_count{method="POST",path="/api/auth/login",status="422"} 4
