## url=http://localhost:8080/metrics
## fetched_at_utc=2026-03-03T15:37:18Z

# HELP auth_dependency_up Dependency up gauge
# TYPE auth_dependency_up gauge
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.01"} 3025
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.025"} 3035
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.05"} 3040
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.1"} 3042
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.25"} 3042
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.5"} 3042
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="1"} 3042
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="2.5"} 3042
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="5"} 3042
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="10"} 3042
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="+Inf"} 3042
http_request_duration_seconds_sum{method="GET",path="/api/ready",status="200"} 1.8659345460000005
http_request_duration_seconds_count{method="GET",path="/api/ready",status="200"} 3042
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.005"} 3
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.01"} 3
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.025"} 3
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.05"} 3
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.1"} 3
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.25"} 3
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.5"} 3
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="1"} 3
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="2.5"} 3
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="5"} 3
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="10"} 3
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="+Inf"} 3
http_request_duration_seconds_sum{method="GET",path="/healthz",status="200"} 0.000037041
http_request_duration_seconds_count{method="GET",path="/healthz",status="200"} 3
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.005"} 2036
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.01"} 2039
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.025"} 2042
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.05"} 2043
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.1"} 2043
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.25"} 2043
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.5"} 2043
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="1"} 2043
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="2.5"} 2043
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="5"} 2043
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="10"} 2043
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="+Inf"} 2043
http_request_duration_seconds_sum{method="GET",path="/metrics",status="200"} 0.28914254099999975
http_request_duration_seconds_count{method="GET",path="/metrics",status="200"} 2043
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="0.005"} 0
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="0.01"} 0
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="0.025"} 0
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="0.05"} 0
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="0.1"} 0
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="0.25"} 2
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="0.5"} 2
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="1"} 2
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="2.5"} 2
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="5"} 2
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="10"} 2
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="+Inf"} 2
http_request_duration_seconds_sum{method="POST",path="/api/auth/login",status="200"} 0.260651584
http_request_duration_seconds_count{method="POST",path="/api/auth/login",status="200"} 2
http_request_duration_seconds_bucket{method="POST",path="/api/auth/register",status="200",le="0.005"} 0
http_request_duration_seconds_bucket{method="POST",path="/api/auth/register",status="200",le="0.01"} 0
http_request_duration_seconds_bucket{method="POST",path="/api/auth/register",status="200",le="0.025"} 0
http_request_duration_seconds_bucket{method="POST",path="/api/auth/register",status="200",le="0.05"} 0
http_request_duration_seconds_bucket{method="POST",path="/api/auth/register",status="200",le="0.1"} 0
http_request_duration_seconds_bucket{method="POST",path="/api/auth/register",status="200",le="0.25"} 3
http_request_duration_seconds_bucket{method="POST",path="/api/auth/register",status="200",le="0.5"} 3
http_request_duration_seconds_bucket{method="POST",path="/api/auth/register",status="200",le="1"} 3
http_request_duration_seconds_bucket{method="POST",path="/api/auth/register",status="200",le="2.5"} 3
http_request_duration_seconds_bucket{method="POST",path="/api/auth/register",status="200",le="5"} 3
http_request_duration_seconds_bucket{method="POST",path="/api/auth/register",status="200",le="10"} 3
http_request_duration_seconds_bucket{method="POST",path="/api/auth/register",status="200",le="+Inf"} 3
http_request_duration_seconds_sum{method="POST",path="/api/auth/register",status="200"} 0.47009279200000004
http_request_duration_seconds_count{method="POST",path="/api/auth/register",status="200"} 3
