## url=http://localhost:8080/metrics
## fetched_at_utc=2026-03-03T17:46:59Z

# HELP auth_dependency_up Dependency up gauge
# TYPE auth_dependency_up gauge
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.1"} 205
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.25"} 205
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.5"} 205
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="1"} 205
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="2.5"} 205
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="5"} 205
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="10"} 205
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="+Inf"} 205
http_request_duration_seconds_sum{method="GET",path="/metrics",status="200"} 0.09676832299999999
http_request_duration_seconds_count{method="GET",path="/metrics",status="200"} 205
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="0.005"} 0
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="0.01"} 0
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="0.025"} 0
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="0.05"} 0
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="0.1"} 0
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="0.25"} 1
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="0.5"} 1
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="1"} 1
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="2.5"} 1
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="5"} 1
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="10"} 1
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="+Inf"} 1
http_request_duration_seconds_sum{method="POST",path="/api/auth/login",status="200"} 0.152307459
http_request_duration_seconds_count{method="POST",path="/api/auth/login",status="200"} 1
