## url=http://localhost:8080/metrics
## fetched_at_utc=2026-03-03T18:11:00Z

# HELP auth_dependency_up Dependency up gauge
# TYPE auth_dependency_up gauge
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.1"} 302
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.25"} 302
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.5"} 302
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="1"} 302
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="2.5"} 302
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="5"} 302
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="10"} 302
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="+Inf"} 302
http_request_duration_seconds_sum{method="GET",path="/metrics",status="200"} 0.11336544599999994
http_request_duration_seconds_count{method="GET",path="/metrics",status="200"} 302
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="0.005"} 0
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="0.01"} 0
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="0.025"} 0
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="0.05"} 0
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="0.1"} 0
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="0.25"} 1
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="0.5"} 1
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="1"} 1
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="2.5"} 1
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="5"} 1
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="10"} 1
http_request_duration_seconds_bucket{method="POST",path="/api/auth/login",status="200",le="+Inf"} 1
http_request_duration_seconds_sum{method="POST",path="/api/auth/login",status="200"} 0.152307459
http_request_duration_seconds_count{method="POST",path="/api/auth/login",status="200"} 1
